,label,text
109,gastroesophageal reflux disease,"I've been waking up almost every morning with a burning sensation in my chest, like someone's pouring acid in my stomach, that usually goes away after I eat or take some antacids, but it's been getting progressively worse over the past few weeks and I'm starting to feel like I'm eating too much and getting acid reflux every day now. Sometimes, especially when I lie down or bend over, I feel a lump forming in my throat and a sour taste in my mouth, which makes me think that maybe the acid is backing up into my esophagus and causing these issues."
110,peptic ulcer disease,"for the past few weeks, I've been having this gnawing pain in my stomach, especially after meals. It feels like burning, and sometimes it wakes me up at night."
111,diabetes,"Doctor, over the past few months, I've been experiencing this persistent and unquenchable thirst that's been driving me to drink gallons of water every day, and lately, I've also been noticing that my vision has been getting blurrier, especially when I'm reading or watching TV, and it's been making me feel really frustrated and worried. Just a week ago, I woke up with a strange tingling sensation in my toes and fingertips, which has been lingering on and off, and to be honest, it's been making me feel like I'm losing control over my own body."
112,Psoriasis,"My skin whispers, a symphony of whispers, each one a taut string in the taut membrane of my sanity. Red patches unfurl like flags of distress, their borders tracing the curves of my limbs, lips, and scalp. The itch, a insatiable beast, claws at my senses, urging me to scratch, to relieve the burning that never quite fades."
113,Varicose Veins,"twisting, bulging veins on legs, throbbing and aching in calves, tingling and heaviness, swelling by the end of the day"
114,Typhoid,"My limbs ache like lead weights, each movement an agonizing symphony of pain. Fever grips me, a relentless companion whispering promises of chills and exhaustion."
115,Chicken pox,"itchy, red bumps all over my body for about a week, spreading, some are crusting over, feel lethargic, slight fever, coming and going"
116,Impetigo,"I've had these itchy, red sores on my arm for a few weeks now, and they've started oozing pus. One even burst open yesterday and now it's crusted over, and I'm worried it might be spreading."
117,Dengue,"I've been feeling utterly exhausted and achy, like I've been running a marathon every day, for the past three weeks. Just today, I woke up with a nasty fever, chills, and a headache that feels like a thousand knives stabbing my brain, making me wonder if maybe I'm getting a sinus infection or something, but to be honest, I've been having some weird bug bites on my arms and legs lately, too."
118,Fungal infection,"For the past few weeks, I've been noticing a gradual change in the appearance of my skin, starting with a small, itchy patch on my ankle that has since spread to other areas, leaving behind a thick, scaly crust and painful lesions. Lately, I've also been experiencing a generalized feeling of fatigue, mild nausea, and a lingering sense of disorientation, which feels unrelated to the skin issue but has been bothering me for a while now."
119,Common Cold,"I've had this nagging feeling of being unwell for weeks now, with a persistent tickle in the back of my throat that's been getting worse, and just in the past few days, I've started waking up with a dry, hacking cough and a stuffy nose that's making it hard for me to breathe. Last night was the worst, I was up half the night blowing my nose and feeling like my sinuses are putting up a fight, and today I just feel exhausted and drained, with a scratchy throat that's making every swallow feel like an ordeal."
